student_id,lms_logins_per_semester,avg_session_duration_minutes,assignment_submission_rate,forum_participation_count,video_completion_rate,GPA,pass_fail
S1201,6,78,0.61,0,0.68,2.27,0
S1202,19,40,0.8,7,0.66,3.47,1
S1203,33,79,0.78,0,0.84,3.26,1
S1204,34,65,0.69,8,0.61,3.17,1
S1205,33,37,0.93,18,0.85,2.78,1
S1206,21,25,0.83,8,0.97,2.71,1
S1207,30,63,0.86,9,0.78,2.09,0
S1208,22,62,0.58,10,0.81,2.44,0
S1209,18,21,0.94,0,0.53,2.03,0
S1210,3,29,0.58,19,0.93,3.16,1
S1211,23,43,0.61,7,0.64,2.21,0
S1212,19,62,0.56,19,0.81,3.75,1
S1213,38,73,0.72,11,0.99,3.05,1
S1214,27,32,0.94,0,0.8,3.4,1
S1215,38,36,0.63,9,0.86,2.82,1
S1216,16,26,0.69,3,0.72,3.12,1
S1217,18,57,0.92,14,0.53,3.89,1
S1218,34,30,0.81,18,0.9,2.17,0
S1219,31,59,0.88,5,0.52,2.51,1
S1220,38,49,0.61,4,0.85,3.56,1
S1221,34,12,0.86,4,0.51,2.2,0
S1222,29,26,0.61,17,0.93,2.15,0
S1223,16,70,0.99,2,0.58,2.72,1
S1224,28,59,0.78,1,0.76,2.18,0
S1225,5,15,0.85,3,0.8,3.17,1
S1226,16,37,0.56,17,0.73,2.45,0
S1227,16,81,0.63,8,0.67,3.79,1
S1228,13,64,0.57,18,0.73,3.57,1
S1229,23,67,0.7,9,0.66,3.4,1
S1230,36,54,0.64,14,0.72,3.23,1
S1231,39,81,0.87,0,0.68,3.73,1
S1232,38,28,0.55,10,0.78,2.45,0
S1233,31,38,0.88,13,0.62,3.75,1
S1234,35,32,0.52,9,0.99,3.58,1
S1235,36,41,0.6,18,0.75,3.5,1
S1236,13,19,0.9,15,0.6,3.12,1
S1237,26,58,0.87,7,0.74,2.49,0
S1238,18,74,0.74,1,0.93,2.85,1
S1239,30,38,0.52,6,0.51,3.59,1
S1240,8,68,0.8,18,0.84,2.06,0
S1241,37,54,0.7,6,0.77,3.56,1
S1242,16,76,0.66,14,0.58,2.48,0
S1243,18,60,0.82,7,0.91,2.29,0
S1244,3,20,0.72,13,0.68,2.23,0
S1245,10,15,0.55,0,0.65,2.05,0
S1246,21,76,0.96,12,0.91,3.05,1
S1247,3,71,0.89,2,0.82,2.44,0
S1248,16,14,0.53,5,0.95,3.98,1
S1249,7,18,0.76,18,0.81,3.15,1
S1250,33,37,0.54,14,0.87,2.28,0
S1251,10,86,0.92,3,0.92,3.38,1
S1252,30,47,0.81,2,0.53,3.8,1
S1253,10,52,0.59,3,0.89,3.49,1
S1254,37,30,0.51,4,0.81,2.15,0
S1255,20,71,0.52,17,0.53,3.79,1
S1256,29,55,0.75,9,0.75,3.59,1
S1257,9,79,0.87,7,0.54,2.32,0
S1258,25,47,0.56,11,0.87,2.1,0
S1259,26,58,0.61,2,0.77,3.11,1
S1260,7,84,0.66,17,0.98,2.31,0
S1261,38,48,0.61,7,0.59,3.67,1
S1262,7,80,0.7,0,0.8,2.72,1
S1263,7,39,0.78,13,0.61,3.83,1
S1264,33,30,0.84,12,0.81,3.13,1
S1265,15,10,0.98,11,0.86,2.37,0
S1266,12,41,0.97,2,0.86,2.28,0
S1267,22,17,0.79,17,0.91,3.15,1
S1268,11,78,0.87,12,0.93,3.52,1
S1269,26,39,0.98,14,0.54,3.56,1
S1270,21,17,0.54,9,0.67,2.55,1
S1271,31,28,0.5,0,0.84,2.41,0
S1272,26,68,0.51,5,0.75,2.03,0
S1273,1,64,0.78,8,0.6,3.36,1
S1274,32,39,0.88,9,0.78,2.15,0
S1275,25,88,0.68,14,0.7,2.84,1
S1276,27,45,0.77,8,0.7,3.2,1
S1277,18,64,0.76,13,0.9,3.87,1
S1278,4,53,0.55,10,0.7,2.62,1
S1279,32,36,0.66,6,0.51,2.5,1
S1280,19,86,0.51,1,0.53,3.31,1
S1281,29,87,0.56,13,0.93,3.24,1
S1282,7,63,0.91,5,0.98,2.66,1
S1283,37,57,0.91,4,0.84,3.86,1
S1284,16,39,0.9,4,0.68,3.69,1
S1285,0,48,0.86,18,0.97,2.45,0
S1286,2,22,0.9,18,0.83,2.48,0
S1287,25,25,0.84,5,0.92,3.02,1
S1288,30,53,0.83,9,0.88,3.55,1
S1289,7,80,0.83,13,0.69,2.09,0
S1290,7,36,0.76,16,0.74,3.39,1
S1291,34,54,0.68,2,0.59,3.3,1
S1292,38,44,0.87,0,0.65,2.46,0
S1293,27,88,0.65,9,0.89,3.36,1
S1294,3,37,0.77,2,0.95,3.88,1
S1295,15,16,0.72,4,0.86,2.09,0
S1296,12,71,0.64,18,0.73,2.64,1
S1297,19,60,0.99,9,0.54,2.88,1
S1298,4,55,0.63,15,0.53,3.8,1
S1299,36,29,0.65,0,0.69,3.92,1
S1300,19,47,0.58,5,0.73,2.89,1
S1301,23,70,0.91,8,0.8,3.5,1
S1302,35,41,0.79,4,0.5,3.06,1
S1303,33,35,0.81,13,0.99,3.08,1
S1304,33,67,0.91,9,0.68,2.56,1
S1305,18,48,0.67,1,0.92,2.43,0
S1306,16,29,0.6,4,0.77,2.58,1
S1307,4,59,0.6,0,0.57,3.11,1
S1308,24,88,0.87,9,0.9,2.06,0
S1309,17,61,0.81,8,0.85,3.81,1
S1310,7,31,0.6,2,0.76,2.31,0
S1311,26,62,0.57,14,0.76,2.44,0
S1312,14,75,0.56,3,0.54,3.04,1
S1313,12,52,0.81,12,0.83,3.42,1
S1314,15,32,0.5,5,0.96,2.19,0
S1315,21,86,0.51,19,0.55,2.64,1
S1316,19,73,0.69,16,0.63,3.94,1
S1317,12,18,0.85,4,0.95,2.52,1
S1318,19,16,0.85,14,0.64,2.63,1
S1319,1,50,0.72,7,0.83,3.67,1
S1320,34,63,0.85,4,0.77,2.1,0
S1321,18,74,0.76,12,0.8,2.93,1
S1322,36,11,0.99,0,0.71,2.76,1
S1323,5,13,0.58,0,0.65,2.63,1
S1324,13,87,0.8,6,0.52,2.57,1
S1325,3,41,0.75,4,0.87,2.18,0
S1326,21,11,0.6,13,0.87,2.63,1
S1327,38,73,0.87,14,0.84,2.09,0
S1328,35,23,0.64,16,0.82,3.56,1
S1329,33,29,0.69,17,0.62,2.8,1
S1330,26,58,0.69,6,0.51,2.89,1
S1331,6,17,0.62,17,0.9,3.79,1
S1332,2,72,0.72,18,0.75,3.32,1
S1333,32,55,0.74,19,0.65,2.02,0
S1334,1,30,0.87,6,0.55,3.89,1
S1335,15,41,0.88,7,0.53,2.47,0
S1336,24,17,0.58,12,0.67,2.22,0
S1337,14,25,0.8,17,0.9,3.54,1
S1338,23,49,0.95,10,0.96,3.0,1
S1339,14,36,0.55,8,0.95,2.87,1
S1340,30,27,0.74,0,0.96,2.5,1
S1341,13,44,0.88,7,0.95,3.09,1
S1342,13,61,0.81,11,0.76,2.55,1
S1343,5,24,0.55,1,0.61,3.8,1
S1344,13,72,0.7,14,0.9,2.43,0
S1345,16,62,0.75,17,0.61,3.77,1
S1346,17,75,1.0,16,0.63,3.12,1
S1347,19,40,0.59,14,0.62,3.66,1
S1348,16,70,0.99,19,0.76,3.43,1
S1349,15,73,0.69,19,0.66,3.39,1
S1350,39,43,0.6,8,0.58,2.65,1
S1351,38,64,0.71,2,0.73,2.47,0
S1352,31,68,0.81,19,0.94,2.42,0
S1353,8,12,0.61,18,0.79,3.71,1
S1354,26,26,0.65,17,0.94,3.64,1
S1355,32,87,0.93,19,0.6,2.88,1
S1356,9,87,1.0,7,0.58,2.26,0
S1357,16,55,0.66,0,0.79,2.76,1
S1358,35,47,0.57,14,0.73,3.24,1
S1359,16,44,0.9,18,0.83,2.91,1
S1360,17,10,0.8,9,0.9,3.56,1
S1361,22,38,0.55,11,0.88,4.0,1
S1362,33,13,0.97,5,0.97,2.38,0
S1363,7,70,0.54,12,0.7,2.92,1
S1364,12,26,0.81,3,0.6,2.86,1
S1365,22,37,0.71,12,0.78,2.61,1
S1366,19,59,0.78,16,0.56,2.4,0
S1367,21,17,0.61,0,0.64,2.13,0
S1368,22,43,0.84,4,0.6,3.77,1
S1369,34,68,0.98,16,0.7,2.84,1
S1370,2,27,0.73,17,0.56,2.99,1
S1371,33,68,0.76,6,0.52,3.83,1
S1372,32,36,0.62,15,0.83,3.55,1
S1373,16,25,0.95,7,0.81,2.26,0
S1374,18,19,0.99,11,0.85,3.13,1
S1375,29,85,0.89,13,0.83,2.88,1
S1376,22,31,0.77,18,0.56,3.59,1
S1377,14,25,0.98,10,0.65,3.45,1
S1378,13,21,0.58,11,0.56,3.38,1
S1379,1,84,0.74,12,0.92,2.68,1
S1380,38,60,0.77,7,0.87,3.61,1
S1381,17,10,0.75,0,0.6,2.1,0
S1382,5,36,0.9,8,0.67,2.32,0
S1383,31,76,0.84,1,0.98,2.67,1
S1384,20,21,0.56,13,0.8,2.15,0
S1385,39,39,0.67,12,0.9,2.47,0
S1386,27,18,0.67,15,0.63,3.66,1
S1387,26,62,0.78,1,0.61,3.9,1
S1388,1,70,0.65,3,0.89,2.61,1
S1389,32,63,0.56,11,0.84,2.53,1
S1390,15,46,0.83,15,0.84,2.56,1
S1391,38,74,0.93,9,0.78,2.56,1
S1392,21,51,0.97,2,0.78,2.07,0
S1393,12,58,0.99,3,0.87,3.85,1
S1394,1,13,0.89,5,0.64,2.43,0
S1395,13,73,0.57,4,0.68,2.84,1
S1396,37,88,0.93,17,0.94,2.02,0
S1397,27,60,0.7,2,0.65,3.72,1
S1398,6,81,0.86,9,0.77,3.46,1
S1399,17,69,0.77,10,0.85,3.89,1
S1400,35,88,0.91,18,1.0,3.56,1
S1401,35,40,0.71,13,0.72,2.63,1
S1402,3,81,0.53,10,0.71,2.5,1
S1403,29,67,0.78,3,0.92,3.4,1
S1404,23,13,0.59,5,0.9,2.73,1
S1405,19,31,0.98,16,0.87,3.13,1
S1406,30,12,0.76,18,0.73,2.01,0
S1407,23,88,0.78,12,0.66,2.12,0
S1408,6,56,0.95,9,0.8,3.07,1
S1409,25,47,0.81,10,0.94,3.13,1
S1410,12,42,0.65,5,0.94,3.5,1
S1411,7,87,0.65,1,0.55,2.26,0
S1412,4,57,0.75,0,0.71,3.03,1
S1413,12,74,0.93,10,0.73,2.39,0
S1414,28,35,0.9,15,0.99,2.19,0
S1415,19,17,0.98,2,0.84,2.82,1
S1416,13,59,0.54,4,0.7,2.33,0
S1417,31,89,0.63,14,0.51,2.44,0
S1418,26,47,0.54,14,0.78,2.64,1
S1419,24,19,0.88,3,0.55,2.52,1
S1420,3,51,0.57,3,0.92,2.18,0
S1421,20,46,0.55,7,0.88,2.18,0
S1422,17,35,0.78,6,0.73,2.39,0
S1423,38,21,0.71,16,0.71,2.1,0
S1424,14,58,0.86,14,0.95,3.25,1
S1425,37,23,0.74,4,0.64,2.57,1
S1426,23,55,0.71,12,0.62,2.56,1
S1427,7,44,0.71,3,0.97,2.66,1
S1428,27,38,0.94,16,0.9,3.33,1
S1429,20,21,0.7,16,0.91,3.74,1
S1430,15,53,0.67,13,0.6,3.52,1
S1431,15,75,0.67,13,0.57,3.46,1
S1432,34,11,0.6,16,0.51,2.97,1
S1433,16,68,0.93,7,0.62,3.39,1
S1434,8,26,0.57,1,0.89,3.11,1
S1435,34,19,0.95,12,0.62,2.43,0
S1436,28,27,0.64,15,0.86,2.42,0
S1437,38,31,0.95,15,0.63,2.59,1
S1438,17,67,0.9,5,0.7,3.82,1
S1439,11,62,0.79,3,0.99,3.09,1
S1440,18,10,0.83,2,0.62,3.47,1
S1441,21,70,0.66,5,0.69,2.69,1
S1442,14,40,0.79,3,0.65,2.82,1
S1443,0,40,0.65,17,0.55,2.25,0
S1444,1,75,0.7,5,0.74,2.34,0
S1445,7,28,0.88,4,0.69,3.65,1
S1446,21,62,0.62,8,0.85,3.17,1
S1447,24,85,0.92,10,0.91,2.68,1
S1448,1,83,0.69,5,0.77,3.61,1
S1449,8,31,0.77,15,0.52,2.49,0
S1450,8,32,0.97,18,0.81,3.95,1
S1451,12,24,0.84,10,0.53,2.69,1
S1452,5,35,0.82,14,0.81,2.67,1
S1453,29,12,0.86,8,0.84,2.62,1
S1454,14,29,0.96,18,0.6,2.24,0
S1455,14,49,0.62,18,0.91,2.22,0
S1456,6,48,0.81,8,0.96,3.3,1
S1457,10,81,0.7,3,0.91,3.75,1
S1458,39,27,0.51,9,0.65,3.58,1
S1459,37,50,0.56,8,0.79,2.28,0
S1460,39,79,0.66,18,0.96,3.09,1
S1461,1,36,0.78,14,0.66,2.21,0
S1462,38,24,0.94,18,0.91,2.09,0
S1463,9,46,0.9,1,0.5,3.31,1
S1464,16,67,0.78,9,0.5,3.07,1
S1465,6,14,0.54,18,0.88,2.16,0
S1466,39,82,0.64,16,0.88,2.07,0
S1467,38,16,0.68,19,0.89,3.98,1
S1468,3,50,0.81,1,0.97,2.06,0
S1469,34,19,0.53,18,0.56,2.89,1
S1470,35,71,0.77,16,0.62,3.01,1
S1471,30,35,0.95,17,0.95,2.23,0
S1472,24,77,0.85,16,0.59,2.34,0
S1473,12,33,0.9,1,0.84,2.7,1
S1474,17,87,0.84,18,0.77,3.52,1
S1475,20,50,0.6,0,0.54,3.01,1
S1476,0,74,0.56,10,0.64,3.28,1
S1477,35,26,0.91,9,0.76,3.97,1
S1478,7,33,0.85,4,0.93,3.54,1
S1479,20,36,0.79,15,0.85,2.87,1
S1480,20,16,0.59,4,0.81,2.89,1
S1481,26,82,0.8,11,0.75,3.24,1
S1482,18,21,0.52,3,0.65,3.33,1
S1483,22,12,0.56,5,0.56,3.0,1
S1484,34,88,0.66,18,0.7,3.29,1
S1485,39,19,0.72,8,0.51,2.05,0
S1486,4,42,0.56,11,0.61,2.86,1
S1487,7,55,0.56,14,0.72,2.56,1
S1488,10,68,0.86,15,0.71,2.26,0
S1489,15,61,0.78,12,0.52,2.2,0
S1490,38,15,0.77,6,0.79,3.21,1
S1491,23,11,0.73,19,0.77,3.05,1
S1492,20,38,0.99,3,0.54,2.51,1
S1493,22,49,0.52,10,0.97,2.94,1
S1494,37,70,0.59,7,0.55,2.98,1
S1495,7,77,0.82,5,0.93,2.39,0
S1496,6,77,0.57,9,0.5,3.3,1
S1497,1,38,0.79,6,0.94,3.56,1
S1498,29,71,0.78,6,0.51,3.58,1
S1499,12,69,0.99,3,0.88,3.2,1
S1500,22,50,0.94,2,0.68,3.02,1
S1501,28,74,0.97,6,0.87,2.12,0
S1502,37,73,0.56,3,0.7,2.58,1
S1503,36,88,0.93,12,0.54,2.19,0
S1504,19,72,0.56,19,0.88,3.93,1
S1505,32,57,0.82,16,0.54,2.27,0
S1506,28,29,0.86,6,0.96,2.3,0
S1507,14,46,0.58,16,0.53,3.78,1
S1508,22,73,0.82,3,0.74,3.89,1
S1509,2,14,0.53,10,0.86,3.53,1
S1510,36,43,0.65,2,0.7,2.01,0
S1511,28,48,0.96,10,0.61,2.0,0
S1512,7,76,0.59,2,0.88,2.76,1
S1513,21,71,0.53,11,0.89,2.29,0
S1514,28,33,0.72,0,0.96,2.04,0
S1515,1,12,0.93,3,0.69,2.93,1
S1516,0,80,0.54,13,0.75,3.89,1
S1517,19,76,0.68,0,0.68,2.65,1
S1518,20,88,0.95,13,0.63,3.32,1
S1519,36,59,0.56,12,0.88,3.3,1
S1520,7,38,0.66,12,0.67,2.5,1
S1521,26,83,0.89,14,0.71,3.3,1
S1522,34,41,0.77,16,0.7,2.42,0
S1523,5,48,0.92,11,0.86,2.24,0
S1524,18,18,0.56,13,0.96,3.4,1
S1525,17,23,0.96,11,0.83,2.23,0
S1526,0,77,0.97,17,0.74,3.99,1
S1527,24,73,0.58,3,0.89,2.37,0
S1528,26,29,0.52,13,0.82,3.19,1
S1529,6,37,0.99,18,0.53,2.82,1
S1530,28,23,0.74,12,0.55,2.25,0
S1531,30,53,0.79,17,0.52,2.06,0
S1532,35,86,0.81,10,0.73,3.25,1
S1533,18,48,0.89,5,0.91,3.61,1
S1534,5,37,0.91,8,0.66,3.68,1
S1535,24,73,0.6,11,0.69,2.97,1
S1536,30,41,0.62,18,0.95,3.55,1
S1537,8,18,0.94,13,0.92,3.35,1
S1538,19,37,0.91,14,0.83,3.45,1
S1539,9,26,0.81,10,0.63,2.99,1
S1540,36,86,1.0,5,0.56,3.27,1
S1541,26,64,0.87,13,0.51,3.61,1
S1542,12,19,0.61,2,0.55,2.8,1
S1543,1,89,0.92,18,0.65,3.61,1
S1544,20,15,0.71,19,0.78,3.18,1
S1545,32,57,0.52,10,0.53,2.33,0
